Spotify most streamed songs of all time,,
,,
Artist and Title,Streams,Daily
Linkin Park - Faint,"1,001,899,357","696,305"
Galantis - Runaway (U & I),"1,001,676,744","392,757"
Ozuna - Se Preparó,"1,000,147,844","571,774"
Cris Mj - Una Noche en Medellín,"999,993,415","506,770"
Metallica - Master Of Puppets,"999,222,614","498,688"
Queen - Somebody To Love,"999,186,178","347,784"
Bad Bunny - Diles,"999,180,908","410,691"
Camila Cabello - Bam Bam,"998,875,677",
MEDUZA - Lose Control,"998,552,296","149,860"
Anuel AA - Amanece,"998,379,529","460,699"
Camila Cabello - Never Be the Same,"996,247,187","418,547"
Van Halen - Jump,"995,850,318","477,929"
The Kid LAROI - WITHOUT YOU,"995,001,597","145,905"
Taylor Swift - Love Story,"994,898,179","298,407"
Bruce Springsteen - Dancing In the Dark,"994,036,977","671,742"
Ed Sheeran - I See Fire,"993,474,448","127,130"
Enrique Iglesias - Bailando,"993,369,742","634,181"
LP - Lost on You,"992,877,275","518,571"
Soft Cell - Tainted Love,"992,769,650","402,026"
James Blunt - You're Beautiful,"992,580,624","439,179"
The Killers - Somebody Told Me,"989,967,167","466,703"
Lana Del Rey - West Coast,"989,571,344","788,853"
Rick Astley - Never Gonna Give You Up,"989,453,973","412,318"
Demi Lovato - Heart Attack,"989,105,590","452,304"
Marshmello - Leave Before You Love Me,"987,684,712","336,891"
Baby Keem - family ties,"986,534,852","656,654"
FIFTY FIFTY - Cupid,"985,788,567","312,256"
Migos - Bad and Boujee,"985,785,625","150,472"
Mustard - Ballin’,"985,750,115","210,601"
Kenya Grace - Strangers,"985,747,535","394,692"
Panic! At The Disco - I Write Sins Not Tragedies,"984,979,691","314,508"
Kendrick Lamar - PRIDE.,"984,652,262","731,819"
The Cranberries - Linger,"984,566,408",
Surf Mesa - ily (i love you baby),"984,564,839","229,115"
Destiny's Child - Say My Name,"984,362,348","349,865"
KAROL G - AMARGURA,"983,493,216","816,797"
Harry Styles - Golden,"983,474,641","197,426"
Taylor Swift - willow,"982,496,885","289,308"
Leona Lewis - Bleeding Love,"982,437,329","327,486"
Mac Miller - The Spins,"982,312,322","986,078"
Adele - Love In The Dark,"981,229,277","622,460"
Two Door Cinema Club - What You Know,"980,562,591","477,555"
Rachel Platten - Fight Song,"980,313,851","242,350"
Mitski - Washing Machine Heart,"980,081,437","719,744"
Haddaway - What Is Love,"978,962,653","784,016"
Kenny Loggins - Footloose,"978,455,938","363,061"
One Direction - Steal My Girl,"977,638,603","741,060"
Labrinth - Formula,"977,129,682","285,642"
Zion & Lennox - Otra vez,"977,011,116","192,990"
Morgan Wallen - Whiskey Glasses,"976,295,597","672,578"
Doja Cat - Boss Bitch,"976,251,667","267,233"
Chord Overstreet - Hold On,"975,950,388","397,268"
Ariana Grande - Problem,"975,536,267","346,599"
SZA - Nobody Gets Me,"975,261,644","720,514"
Green Day - Boulevard of Broken Dreams,"973,829,635","462,640"
Queen - Killer Queen,"972,234,657","323,479"
Katy Perry - Teenage Dream,"970,651,878","673,959"
Mr.Kitty - After Dark,"968,535,679","330,043"
Britney Spears - Oops!...I Did It Again,"968,475,826","532,949"
Neon Trees - Everybody Talks,"967,905,593","433,659"
PinkPantheress - Boy's a liar Pt. 2,"966,993,799","346,713"
Bruce Springsteen - Dancing In the Dark,"965,597,621","755,544"
Paramore - Misery Business,"965,140,909","469,033"
NATTI NATASHA - Criminal,"964,859,422","218,870"
Drake - Fair Trade,"964,162,357","334,026"
Metro Boomin - Too Many Nights,"963,737,802","627,693"
Three Days Grace - I Hate Everything About You,"963,679,118","692,755"
Boston - More Than a Feeling,"962,892,480","367,825"
Piso 21 - Déjala que vuelva,"962,796,125","241,594"
Quevedo - Columbia,"962,025,501","492,126"
Playboi Carti - Magnolia,"961,298,430","376,071"
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight),"960,746,672","542,027"
BANNERS - Someone To You,"960,525,632","315,901"
MGMT - Kids,"959,579,710","686,817"
Lana Del Rey - West Coast,"959,494,284",
Aaron Smith - Dancin,"958,018,641","290,203"
Billie Eilish - you should see me in a crown,"957,371,787","242,719"
Alphaville - Forever Young,"957,145,454","826,343"
SZA - Love Galore,"956,338,568","355,837"
Kid Cudi - Day 'N' Nite (Nightmare),"955,974,778","375,679"
Bruno Mars - Versace on the Floor,"955,855,001","336,073"
Paramore - Still into You,"955,837,002","581,263"
Richy Mitch & The Coal Miners - Evergreen,"954,823,569","736,503"
Childish Gambino - 3005,"954,611,391","385,870"
Linkin Park - One Step Closer,"954,511,443","591,863"
Taylor Swift - I Knew You Were Trouble.,"954,500,243","284,267"
Kali Uchis - Moonlight,"953,140,673","741,756"
Starley - Call On Me,"951,893,729","235,924"
Kid Cudi - Day 'N' Night,"951,225,096","346,408"
Radiohead - No Surprises,"950,287,492","896,410"
Shawn Mendes - In My Blood,"950,011,145","115,882"
Olivia Rodrigo - All I Want,"949,746,020","511,973"
alt-J - Breezeblocks,"948,285,891","314,429"
Natalie Imbruglia - Torn,"948,048,310","580,710"
Cardi B - Bodak Yellow,"947,618,447","135,808"
Bonnie Tyler - Total Eclipse of the Heart,"947,546,789","502,676"
Gorillaz - Clint Eastwood,"947,464,429","414,054"
CKay - love nwantiti (ah ah ah),"947,112,217","281,070"
Doja Cat - You Right,"946,922,601","296,985"
Dr. Dre - Forgot About Dre,"946,521,339","316,343"
Sam Hunt - Body Like A Back Road,"946,323,755","224,516"
Jack Johnson - Better Together,"946,121,022","382,456"
Otis Redding - (Sittin' On) the Dock of the Bay,"946,114,524","406,173"
Romeo Santos - Propuesta Indecente,"945,919,603","377,487"
Flume - Never Be Like You,"945,470,698","416,631"
Bad Bunny - Neverita,"944,995,632","429,673"
Yandel - Yandel 150,"944,854,876","230,118"
Bad Bunny - Safaera,"944,407,339","305,294"
Nicky Jam - El Perdón,"942,521,921","269,381"
USHER - My Boo,"942,314,003","518,488"
Conan Gray - Maniac,"941,948,003","227,957"
BTS - FAKE LOVE,"941,554,828","491,940"
Post Malone - I Like You (A Happier Song),"941,385,919","273,043"
Elton John - Don't Go Breaking My Heart,"940,557,923","464,145"
Calle 24 - QUE ONDA,"939,939,611","443,922"
Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],"939,208,695","384,538"
Slipknot - Duality,"937,628,172","469,354"
Robin Thicke - Blurred Lines,"936,453,950","442,371"
Sean Kingston - Beautiful Girls,"935,833,222","477,856"
KAROL G - BICHOTA,"935,250,358","196,012"
Tiësto - The Motto,"934,482,767","232,298"
Jason Mraz - I Won't Give Up,"934,432,054","319,605"
The Script - The Man Who Can't Be Moved,"934,260,916","1,243,452"
Polo G - Pop Out,"933,605,950","180,776"
2Pac - California Love,"933,377,724","560,019"
Three Days Grace - I Hate Everything About You,"932,644,204","671,329"
Ariana Grande - boyfriend,"932,582,880","337,651"
Feid - Normal,"932,381,694","392,399"
J Balvin - QUE PRETENDES,"932,244,448","583,237"
James Arthur - Train Wreck,"932,216,717","456,068"
Lauv - i'm so tired...,"931,450,584","124,524"
Flo Rida - Whistle,"931,375,536","344,761"
The Wanted - Glad You Came,"930,985,226","351,725"
Rob $tone - Chill Bill,"930,230,846","182,450"
Øneheart - snowfall,"929,833,636","699,086"
Sublime - Santeria,"928,983,164","636,430"
Kanye West - I Wonder,"928,880,002","605,199"
Taylor Swift - ME!,"928,343,722","166,466"
Paramore - Still into You,"928,310,508","535,241"
Nelly Furtado - Maneater,"927,950,521","790,237"
Richy Mitch & The Coal Miners - Evergreen,"927,731,532","582,750"
Galantis - No Money,"927,511,867","177,449"
Charlie Puth - One Call Away,"927,479,425","367,771"
MGMT - Kids,"927,411,579","579,748"
Ashe - Moral of the Story,"927,399,835","378,538"
blink-182 - I Miss You,"927,054,361","385,422"
Kanye West - Runaway,"926,718,474","526,848"
Bad Bunny - Si Veo a Tu Mamá,"926,524,143","424,116"
Sebastian Yatra - Pareja Del Año,"925,923,863","325,874"
Cigarettes After Sex - K.,"925,180,083","867,973"
Jonas Blue - Rise,"924,527,733","166,902"
Weezer - Island In The Sun,"923,703,932","541,200"
Maggie Lindemann - Pretty Girl,"923,578,773","79,373"
Alphaville - Forever Young,"923,571,308",
Rihanna - Bitch Better Have My Money,"923,480,441","191,600"
MGMT - Electric Feel,"923,356,024","460,873"
50 Cent - P.I.M.P.,"922,566,513","498,157"
David Guetta - Hey Mama,"921,654,509","229,273"
Chase Atlantic - Friends,"921,044,100","855,163"
Becky G - Shower,"920,202,000","274,039"
Lizzo - About Damn Time,"919,617,604","255,760"
Demi Lovato - Cool for the Summer,"919,557,330","358,022"
Taylor Swift - Karma,"919,218,640","271,133"
Mac DeMarco - Chamber Of Reflection,"918,965,856","593,823"
Taylor Swift - Fortnight,"918,723,016","745,833"
Tiësto - Jackie Chan,"918,534,510","148,624"
Justin Bieber - Lonely,"918,001,888","197,962"
Britney Spears - Gimme More,"917,867,543","872,543"
Taylor Swift - The Man,"917,812,897","272,185"
Cigarettes After Sex - Sunsetz,"917,707,939","943,069"
Sam Smith - Like I Can,"917,589,211","173,850"
Blackstreet - No Diggity,"917,578,554","402,112"
Bob Marley & The Wailers - Is This Love,"916,920,629","534,455"
Jack Harlow - Lovin On Me,"916,203,893","433,775"
The Weeknd - Party Monster,"915,722,856","292,130"
Lorde - Team,"915,344,216","426,403"
Taylor Swift - Enchanted,"914,658,836","263,261"
James Arthur - Impossible,"914,122,216","740,438"
Lady Gaga - Million Reasons,"913,514,684","271,287"
BLACKPINK - Kill This Love,"912,539,563","238,929"
The Game - Hate It Or Love It,"911,562,244","453,168"
ACRAZE - Do It To It,"910,992,941","229,510"
Kendrick Lamar - Swimming Pools (Drank),"910,354,534","564,918"
"Fall Out Boy - Sugar, We're Goin Down","910,295,126","307,770"
Billie Eilish - Therefore I Am,"909,534,031","281,422"
Jack Harlow - First Class,"909,354,148","247,294"
A$AP Rocky - F**kin' Problems,"909,002,036","296,127"
Drake - Rich Flex,"908,430,396","199,780"
Melanie Martinez - Play Date,"908,353,469","192,418"
Vanessa Carlton - A Thousand Miles,"908,270,944","426,384"
Fifth Harmony - Worth It,"907,811,205","505,985"
Rihanna - Pon de Replay,"906,588,974","388,426"
Taylor Swift - exile,"905,535,914","432,313"
Nirvana - Heart-Shaped Box,"904,286,819","512,563"
Bee Gees - How Deep Is Your Love,"903,596,070","475,088"
Kelly Clarkson - Since U Been Gone,"903,314,370","605,444"
Ellie Goulding - Burn,"902,761,381","373,938"
Kid Cudi - Pursuit Of Happiness (Nightmare),"902,466,446","469,135"
Justin Bieber - Mistletoe,"902,291,454","36,929"
Grupo Frontera - QUE VUELVAS,"900,833,706","515,018"
MUSIC LAB JPN - Kill This Love,"900,398,438","247,803"
Ruth B. - Lost Boy,"900,353,177","170,051"
DJ MIX NON-STOP CHANNEL - Kill This Love,"899,644,060","268,114"
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],"899,310,683","366,425"
Nelly Furtado - Maneater,"899,119,651",
Dave - Sprinter,"898,707,913","652,165"
LOVE BGM JPN - Kill This Love,"898,667,803","267,355"
Ozuna - Vaina Loca,"898,116,228","433,227"
Maluma - Según Quién,"896,721,749","458,896"
Birdy - Skinny Love,"896,569,904","203,146"
J Balvin - Un Día (One Day),"896,535,963","224,370"
Scorpions - Wind Of Change,"896,467,253","550,260"
Sabrina Carpenter - Feather,"896,093,704","702,036"
Foo Fighters - The Pretender,"896,067,237","285,500"
Kendrick Lamar - Alright,"896,025,143","558,228"
cassö - Prada,"896,012,618","493,771"
Lewis Capaldi - Hold Me While You Wait,"895,964,896","263,148"
Fitz and The Tantrums - Out of My League,"895,258,912","659,355"
DaBaby - BOP,"894,831,929","205,188"
Bill Withers - Lovely Day,"893,573,854","744,364"
Morgan Wallen - Wasted On You,"893,493,742","404,100"
Keala Settle - This Is Me,"893,123,084","233,026"
The 1975 - Somebody Else,"892,650,492","317,251"
Xavi - La Diabla,"892,573,114","483,968"
DJ Snake - Loco Contigo,"892,164,381","261,760"
DRAM - Broccoli,"892,045,202","142,453"
B.o.B - Airplanes,"892,003,073","368,085"
My Chemical Romance - Welcome to the Black Parade,"891,883,201","302,067"
Jeremy Zucker - comethru,"891,769,885","163,247"
Meghan Trainor - All About That Bass,"891,103,722","187,051"
Mora - LA INOCENTE,"891,059,326","332,293"
M.I.A. - Paper Planes,"890,789,815","459,409"
Juice WRLD - Armed And Dangerous,"890,770,460","250,420"
Disturbed - The Sound of Silence,"890,463,730","328,298"
Rauw Alejandro - LOKERA,"890,290,631","653,256"
Train - Drive By,"890,238,833","587,394"
will.i.am - Scream & Shout,"889,913,067","433,390"
Eminem - River,"889,793,135","132,610"
Metro Boomin - Trance,"889,578,084","554,926"
Daryl Hall & John Oates - Rich Girl,"889,220,658","572,517"
Beyoncé - CUFF IT,"889,059,338","250,625"
Counting Crows - Mr. Jones,"888,810,710","521,811"
Cigarettes After Sex - K.,"888,784,749","819,165"
Taylor Swift - Wildest Dreams (Taylor's Version),"887,768,899","361,271"
Lana Del Rey - Brooklyn Baby,"886,812,720","721,015"
The Script - The Man Who Can't Be Moved,"886,670,708","660,048"
PinkPantheress - Pain,"886,153,489","721,315"
Taylor Swift - ...Ready For It?,"885,984,976","304,712"
Bruno Mars - Finesse,"885,628,743","210,405"
Paloma Faith - Only Love Can Hurt Like This,"885,091,936","324,700"
J Balvin - Qué Más Pues?,"885,002,769","237,061"
Cigarettes After Sex - Cry,"884,576,634","1,228,364"
Jack Harlow - WHATS POPPIN,"884,557,222","145,509"
Kendrick Lamar - luther,"884,475,642","2,948,103"
Chief Keef - Love Sosa,"884,340,951","312,994"
Deorro - Five More Hours,"883,959,601","231,326"
Fetty Wap - 679,"883,840,151","249,053"
Carin Leon - Primera Cita,"883,805,591","606,304"
Taylor Swift - You Belong With Me (Taylor’s Version),"883,494,183","591,925"
X Ambassadors - Renegades,"883,191,721","311,582"
Eminem - Venom,"883,053,992","196,970"
Lady Gaga - Telephone,"882,713,469","694,889"
Estelle - American Boy,"882,387,477","389,461"
Chase Atlantic - Friends,"882,108,746","897,835"
Jung Kook - 3D,"881,984,118","1,179,063"
Drake - Teenage Fever,"880,658,000","390,278"
Ellie Goulding - Hate Me,"880,112,583","314,170"
AWOLNATION - Sail,"880,064,899","242,465"
Kansas - Dust in the Wind,"880,017,608","467,107"
Meghan Trainor - Made You Look,"879,920,971","318,121"
Green Day - Good Riddance (Time of Your Life),"879,749,006","481,243"
The Proclaimers - I'm Gonna Be (500 Miles),"879,292,398","398,713"
Pop Smoke - Mood Swings,"878,821,064","206,194"
Cigarettes After Sex - Sunsetz,"878,707,258","841,668"
James Arthur - Can I Be Him,"878,373,805","472,454"
Drake - Wants and Needs,"878,306,052","222,265"
Frank Ocean - Chanel,"877,917,831","281,314"
The Police - Roxanne,"877,680,662","388,866"
Clairo - Sofia,"877,364,997","424,852"
The Weeknd - Is There Someone Else?,"877,303,997","528,158"
Katrina & The Waves - Walking On Sunshine,"876,284,795","386,389"
Playboi Carti - Sky,"876,237,321","415,371"
The Cure - Boys Don't Cry,"876,223,266","426,263"
Naughty Boy - La La La,"875,626,682","630,473"
Idina Menzel - Let It Go,"875,278,142","324,452"
Disturbed - Down with the Sickness,"875,181,496","421,405"
A$AP Rocky - Sundress,"874,170,761","744,914"
Drake - Chicago Freestyle,"873,774,639","262,988"
iñigo quintero - Si No Estás,"872,714,174","442,107"
No Doubt - Don't Speak,"872,321,753","446,046"
Limp Bizkit - Break Stuff,"871,875,011","686,236"
Mac DeMarco - My Kind of Woman,"871,102,648","606,628"
Fitz and The Tantrums - Out of My League,"869,709,359","561,888"
Train - Drive By,"869,689,063",
Aventura - Volví,"869,475,495","253,360"
Green Day - Wake Me up When September Ends,"869,429,199","341,668"
Tame Impala - Borderline,"868,937,278","651,719"
Petit Biscuit - Sunset Lover,"868,873,590","148,085"
P!nk - Try,"868,708,575","551,836"
Michael Jackson - Smooth Criminal,"868,603,472","431,051"
Bill Withers - Lovely Day,"867,881,100",
OneRepublic - Apologize,"867,163,655","342,674"
Black Eyed Peas - Pump It,"866,871,873","541,887"
Gigi Perez - Sailor Song,"866,302,642","3,521,802"
Hippie Sabotage - Devil Eyes,"866,215,486","274,844"
Drake - Controlla,"866,008,978","159,617"
John Newman - Love Me Again,"865,454,511","420,321"
Bad Bunny - Tarot,"865,398,020","498,025"
Daryl Hall & John Oates - Maneater,"864,671,126","594,422"
Rauw Alejandro - LOKERA,"864,535,813",
Pitbull - Feel This Moment,"864,175,063","643,031"
Kesha - Die Young,"864,104,308","476,115"
Fall Out Boy - Thnks fr th Mmrs,"863,836,377","337,704"
Skillet - Monster,"863,246,059","595,758"
Lil Tjay - Calling My Phone,"863,140,902","243,167"
P!nk - What About Us,"863,052,486","281,834"
Bad Bunny - A Tu Merced,"863,040,118","315,077"
Peso Pluma - LADY GAGA,"862,423,085","395,056"
Gracie Abrams - That’s So True,"861,798,625","4,096,084"
Rihanna - Disturbia,"861,629,164","449,962"
TV Girl - Cigarettes out the Window,"861,370,121","1,030,916"
Miley Cyrus - Malibu,"861,227,572","166,556"
Guns N' Roses - Knockin' On Heaven's Door,"861,066,263","439,844"
David Guetta - 2U,"860,918,716","107,145"
Lana Del Rey - Born To Die,"860,273,246","460,632"
Audioslave - Like a Stone,"860,183,339","786,339"
blink-182 - What's My Age Again?,"859,811,753","292,281"
The Cure - Friday I'm In Love,"859,742,098","384,627"
Mau y Ricky - Desconocidos,"858,842,429","325,173"
A Boogie Wit da Hoodie - Look Back at It,"858,678,311","227,869"
Pinkfong - Baby Shark,"858,465,215","432,232"
BLACKPINK - Pink Venom,"858,405,170","306,748"
Elton John - Tiny Dancer,"858,384,982","377,937"
Piso 21 - Te Vi,"858,062,055","253,847"
PinkPantheress - Pain,"857,679,146","631,465"
Carin Leon - Primera Cita,"857,535,398","620,812"
TINI - Miénteme,"857,527,000","219,279"
Led Zeppelin - Immigrant Song,"857,480,113","376,766"
Panic! At The Disco - House of Memories,"857,379,752","304,379"
Frank Ocean - Nights,"857,016,942","385,214"
Billie Eilish - wish you were gay,"856,254,969","182,194"
Lady Gaga - Telephone,"855,979,581",
Kanye West - Homecoming,"855,821,808","432,637"
Big Sean - I Don't Fuck With You,"855,804,391","253,942"
Anuel AA - Ella Quiere Beber,"855,663,517","213,968"
Wisin - Escápate Conmigo,"855,177,401","165,722"
Miley Cyrus - Prisoner,"855,024,629","140,503"
Drake - Jumpman,"854,987,001","84,655"
Pink Floyd - Wish You Were Here,"854,471,102","477,260"
La Oreja de Van Gogh - Rosas,"853,637,944","390,182"
Red Hot Chili Peppers - Dani California,"853,489,387","381,912"
Morgan Wallen - You Proof,"853,044,521","481,218"
SZA - Broken Clocks,"852,421,089","511,527"
A Boogie Wit da Hoodie - Swervin,"851,777,739","77,360"
Kanye West - All Falls Down,"850,406,454","529,859"
Rihanna - Take A Bow,"850,377,191","266,880"
Junior H - El Azul,"850,150,093","327,803"
Lil Peep - Save That Shit,"849,992,762","212,189"
Los Enanitos Verdes - Lamento Boliviano,"849,543,520","523,183"
Naughty Boy - La La La,"848,768,917",
Jay Sean - Down,"848,559,495","382,228"
LMFAO - Party Rock Anthem,"848,439,728","452,433"
Paulo Londra - Tal Vez,"848,392,539","229,771"
2Pac - Ambitionz Az A Ridah,"848,282,526","287,446"
Manu Chao - Me Gustas Tu,"848,270,344","546,202"
Darius Rucker - Wagon Wheel,"846,630,174","431,881"
THE SCOTTS - THE SCOTTS,"846,202,917","134,372"
5 Seconds of Summer - Teeth,"846,180,728","517,135"
"Kendrick Lamar - Bitch, Don’t Kill My Vibe","845,705,219","317,200"
Justin Bieber - Yummy,"845,123,037","129,589"
StaySolidRocky - Party Girl,"844,968,999","225,197"
Jung Kook - 3D,"844,851,556","1,267,513"
Frank Ocean - White Ferrari,"844,043,163","892,534"
Mac DeMarco - My Kind of Woman,"844,020,892","565,989"
Bad Bunny - WHERE SHE GOES,"843,695,379","379,550"
Chris Isaak - Wicked Game,"843,393,052","712,219"
Marc Seguí - Tiroteo,"843,315,539","426,196"
Don McLean - American Pie,"843,122,316","434,122"
Alok - Hear Me Now,"842,755,299","228,068"
Rise Against - Savior,"842,542,115","393,180"
The Weeknd - Timeless,"841,945,382","2,534,517"
Crowded House - Don't Dream It's Over,"841,890,075","730,942"
AC/DC - T.N.T.,"841,827,259","331,341"
Dasha - Austin (Boots Stop Workin'),"841,601,012","1,003,477"
Corinne Bailey Rae - Put Your Records On,"840,992,113","453,218"
The Beatles - Come Together,"840,539,436","293,533"
U2 - I Still Haven't Found What I'm Looking For,"840,368,479","351,968"
Anitta - Downtown,"840,000,564","404,147"
Phil Collins - In the Air Tonight,"839,867,385","468,294"
Travis Scott - Goosebumps,"839,803,866","155,392"
Justin Bieber - Holy,"839,736,066","126,606"
Billie Eilish - TV,"838,464,364","830,555"
Rels B - A Mí,"838,439,586","557,158"
Daryl Hall & John Oates - Maneater,"837,794,125","651,781"
Akon - Lonely,"837,733,036","540,939"
Pitbull - Feel This Moment,"837,585,716",
Daryl Hall - Maneater,"836,468,157","641,081"
Kendrick Lamar - m.A.A.d city,"836,029,450","248,682"
Luis Miguel - Ahora Te Puedes Marchar,"836,005,023","309,156"
Becky G - Sin Pijama,"835,844,876","146,755"
Lil Baby - Freestyle,"835,551,160","309,690"
SZA - Saturn,"835,404,773","1,072,720"
The Rolling Stones - (I Can't Get No) Satisfaction,"834,668,578","286,149"
Cage The Elephant - Ain't No Rest For The Wicked,"833,449,853","287,893"
Mumford & Sons - Little Lion Man,"833,091,091","362,491"
The Notorious B.I.G. - Juicy,"832,146,583","253,936"
Sub Urban - Cradles,"831,563,791","278,764"
Lana Del Rey - Say Yes To Heaven,"831,175,835","789,314"
Rihanna - Where Have You Been,"830,619,610","431,390"
Dua Lipa - Houdini,"830,578,428","665,997"
Ne-Yo - Miss Independent,"830,559,556","500,670"
Sia - Cheap Thrills,"830,315,688","358,252"
Fleetwood Mac - Landslide,"829,973,622","426,669"
Dire Straits - Walk Of Life,"829,769,167","467,143"
Yot Club - YKWIM?,"829,434,073","364,023"
Luke Combs - Hurricane,"829,126,172","276,935"
A$AP Rocky - Everyday,"828,850,049","490,660"
Julia Michaels - What A Time,"828,726,026","210,591"
Charlie Puth - Marvin Gaye,"828,197,698","178,618"
Alan Walker - Alone,"827,906,474","333,958"
Anuel AA - Sola (Remix),"827,855,565","415,934"
CJ - Whoopty,"827,768,674","120,411"
Lost Frequencies - Reality,"827,734,610","309,473"
Rascal Flatts - Life is a Highway,"827,691,145","447,620"
Soundgarden - Black Hole Sun,"827,355,500","533,716"
Mike Perry - The Ocean,"827,122,552","80,187"
Anuel AA - Secreto,"827,001,601","209,297"
21 Savage - Runnin,"826,979,231","330,200"
Migos - Walk It Talk It,"826,912,950","129,777"
Wheatus - Teenage Dirtbag,"826,674,371","665,972"
Ed Sheeran - Perfect Duet (Ed Sheeran & Beyoncé),"826,304,681","71,267"
Audioslave - Like a Stone,"826,203,153","862,479"
The Neighbourhood - You Get Me So High,"825,747,892","516,379"
Fugees - Killing Me Softly With His Song,"824,922,613","381,791"
50 Cent - 21 Questions,"824,716,613","522,296"
Rixton - Me And My Broken Heart,"823,698,834","246,317"
José Feliciano - Feliz Navidad,"823,064,034","16,541"
Kelly Clarkson - Underneath the Tree,"821,784,161","17,198"
Aventura - Ella Y Yo,"821,623,641","657,318"
Neil Diamond - Sweet Caroline,"821,176,264","294,422"
JHAYCO - CÓMO SE SIENTE,"821,173,182","407,283"
DMX - X Gon' Give It To Ya,"820,881,943","292,041"
Avicii - SOS,"820,672,051","139,341"
Selena Gomez - Good For You,"820,616,840","408,942"
Jason Derulo - Talk Dirty,"820,506,087","300,170"
America - A Horse with No Name,"820,223,784","406,611"
Rae Sremmurd - This Could Be Us,"820,030,228","306,016"
Drake - Knife Talk,"819,667,671","189,098"
James Arthur - Car's Outside,"818,813,662","836,770"
Taylor Swift - Lavender Haze,"818,259,720","210,125"
SYML - Where's My Love,"818,023,908","516,201"
TV Girl - Cigarettes out the Window,"818,005,168","1,012,805"
6ix9ine - FEFE,"817,582,297","87,698"
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,"817,498,360","15,558"
ROSALÍA - Con Altura,"817,411,203","109,294"
Maroon 5 - Beautiful Mistakes,"817,339,402","222,903"
Felix Jaehn - Ain't Nobody (Loves Me Better),"817,258,040","276,801"
Lukas Graham - Love Someone,"817,200,403","200,085"
Travis Scott - STARGAZING,"816,522,311","180,526"
Chris Isaak - Wicked Game,"815,607,275","611,506"
21 Savage - ball w/o you,"815,400,008","239,587"
Justin Bieber - Hold On,"815,157,759","159,097"
Ed Sheeran - South of the Border,"814,551,152","131,855"
Lana Del Rey - Doin' Time,"814,494,775","319,582"
Billie Eilish - CHIHIRO,"814,310,369","1,316,030"
Central Cee - Doja,"813,898,732","333,639"
Far East Movement - Like A G6,"813,121,675","397,244"
Depeche Mode - Enjoy the Silence,"812,959,258","416,596"
NewJeans - OMG,"812,844,590","324,965"
Ed Sheeran - Don't,"812,644,848","155,870"
James Bay - Hold Back The River,"812,635,289","242,724"
Tom Petty - Free Fallin',"812,350,116","366,527"
Lana Del Rey - Cinnamon Girl,"812,314,126","1,020,849"
Whitney Houston - I Will Always Love You,"812,170,693","315,119"
21 Savage - Glock In My Lap,"811,694,213","275,254"
ATB - Your Love (9PM),"811,263,830","187,917"
Crowded House - Don't Dream It's Over,"810,868,705","670,846"
Tainy - Adicto,"810,012,916","269,150"
The Beatles - Let It Be,"809,667,446","359,653"
Imagine Dragons - It's Time,"809,551,873","227,675"
Soulja Boy - Kiss Me Thru The Phone,"809,508,117","499,171"
Mazzy Star - Fade Into You,"808,849,334","868,121"
Bad Bunny - Party,"808,843,906","289,601"
The Smiths - There Is a Light That Never Goes Out,"808,659,648","611,364"
Lady Gaga - Judas,"808,653,064","1,730,305"
P!nk - Raise Your Glass,"807,512,509","285,799"
Sam Smith - Fire On Fire,"807,259,466","274,862"
Lil Tjay - F.N,"807,186,991","250,411"
Queen - We Are The Champions,"806,806,287","271,009"
Dolly Parton - Jolene,"806,629,891","373,361"
Arcángel - La Jumpa,"806,547,421","249,409"
Martin Jensen - Solo Dance,"806,512,955","98,211"
Flo Rida - Good Feeling,"805,515,174","491,364"
2Pac - Hit 'Em Up,"805,058,966","521,692"
JACKBOYS - OUT WEST,"804,467,002","249,373"
Stealers Wheel - Stuck In The Middle With You,"804,350,263","347,051"
Travie McCoy - Billionaire,"804,009,288","337,317"
Natalia Lafourcade - Hasta la Raíz,"803,933,694","398,987"
Billie Eilish - watch,"803,839,344","463,019"
Nelly Furtado - Say It Right,"803,580,696","587,442"
Little Mix - Shout Out to My Ex,"803,284,474","165,096"
Drake - Headlines,"803,163,978","572,975"
The Calling - Wherever You Will Go,"802,691,868","518,459"
CNCO - Reggaetón Lento (Bailemos),"802,448,421","183,346"
Dalex - Hola,"802,169,953","305,387"
Kanye West - All Of The Lights,"800,629,978","315,156"
Stromae - Alors on danse,"800,424,675","391,997"
The Neighbourhood - Reflections,"799,950,839","549,072"
Natanael Cano - AMG,"799,504,841","191,818"
Black Eyed Peas - Meet Me Halfway,"798,622,264","777,650"
Gwen Stefani - The Sweet Escape,"798,427,638","605,297"
BTS - Life Goes On,"797,998,750","213,111"
Declan McKenna - Brazil,"797,697,266","684,022"
Roxette - It Must Have Been Love,"797,592,264","722,898"
Zac Brown Band - Chicken Fried,"797,344,739","298,846"
5 Seconds of Summer - She Looks So Perfect,"796,868,084","276,575"
Zach Bryan - Heading South,"796,597,525","599,019"
One Direction - 18,"796,172,926","460,718"
Fort Minor - Remember the Name,"796,005,334","204,276"
Frank Ocean - Novacane,"795,894,860","527,434"
Wheatus - Teenage Dirtbag,"795,555,257","827,068"
